restaurant_id,name,address,rating,reviews_count,price_range,cuisine,phone,website,hours,description,dining_options,menu,thumbnail_image_url,top_commented_words,url
5dc22644b263,Chongqing house重庆山庄 (Hot Wok Express）,"
1102 W University Ave, Urbana, IL 61801",3.6,347,·$10–20,Chinese restaurant,(217) 384-7170,https://www.google.com/url?q=https://www.chongqinghouseurbana.com/&opi=79508299&sa=U&ved=0ahUKEwiQ5veHk9OQAxV7MdAFHUQyH7kQ61gIFigO&usg=AOvVaw1Dv4OjYK5RHPRhZQGWlsZQ,N/A,A wide array of Chinese staples dished up in a humble location with a couple of outdoor tables.,N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyUj6nksw7MFsU09MBbBhow1E-Tkf0qUkgy7cZsBIsAsX7dOa9kTGYdEKilUFIBLwpzyQaU7bLdVFppHop8hMopH9eYaoS8f2XOmXaTBYIy0SuIiQcV6H_NHQHwYmTmn15paV3rzuRZtU3o=w426-h240-k-no,general chicken (10); fast food (8); owner (6); coconut shrimp (5); drive thru (5); crab rangoon (5); egg rolls (5); clean (5); quantity (5); lo mein (5),https://www.google.com/maps/place/Chongqing+house%E9%87%8D%E5%BA%86%E5%B1%B1%E5%BA%84+%28Hot+Wok+Express%EF%BC%89/data=!4m7!3m6!1s0x880cd7695a2a9a0d:0xb039b16a23218791!8m2!3d40.1166789!4d-88.2226308!16s%2Fg%2F1tlnf0cx!19sChIJDZoqWmnXDIgRkYchI2qxObA?authuser=0&hl=en&rclk=1
d7744cd476e7,Etc. Coffeehouse,"
S Goodwin Ave, Urbana, IL 61801",4.9,55,·$1–10,N/A,(217) 344-1120,https://www.google.com/url?q=https://www.uiucwesley.org/etc-coffeehouse&opi=79508299&sa=U&ved=0ahUKEwju_f-Vk9OQAxWM4ckDHX1HNT4Q61gIFigO&usg=AOvVaw19hitx1L6VgA7O-6KCacQm,N/A,"A cozy and silent space to study or simply unwind
there is a beautiful larger 'watseka lounge' here which is a wonderful place to study …",Dine-in; Takeout; Delivery,N/A,https://lh3.googleusercontent.com/p/AF1QipNmNGSwCkvblIxBmqzEL9Tv3awW07OnvBFcOhiy=w408-h306-k-no,snacks (4),https://www.google.com/maps/place/Etc.+Coffeehouse/data=!4m7!3m6!1s0x880cd714df2563b5:0x48c25b5ca0dcf32!8m2!3d40.1102281!4d-88.224088!16s%2Fg%2F1q6n2r0r4!19sChIJtWMl3xTXDIgRMs8NyrUljAQ?authuser=0&hl=en&rclk=1
f4a1b99a7416,Hyatt Place Champaign/Urbana,"
217 N Neil St, Champaign, IL 61820",4.4,"1,071",·3-star hotel,N/A,(217) 531-2800,https://www.google.com/url?q=https://www.hyatt.com/hyatt-place/en-US/cmizc-hyatt-place-champaign-urbana%3Fsrc%3Dcorp_lclb_google_seo_cmizc%26utm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlmr&opi=79508299&sa=U&ved=0ahUKEwjUxtuhk9OQAxXfLtAFHRRfHgUQ61gIEigO&usg=AOvVaw1Eb1aOoSW0zVSAjp6oAw_8,N/A,N/A,N/A,N/A,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF2SXWsh9FEVExOaNs5synGnPokDato2bivA_CkRK4ZRLIKTpvIhHfvc0lXZfrgi1D93WZ7pk9U7Dex0U3OTg8hkKqUiY0IHvPn_TU936q0t5f4TM93TN-fcO4ZMAmupEU4yX-yIyc0WQXG9bY0_zT1hgpminMThuhzpK44MUC37V-vCeGYL_UN2Q=w408-h270-k-no,N/A,https://www.google.com/maps/place/Hyatt+Place+Champaign%2FUrbana/data=!4m10!3m9!1s0x880cd74cf4e2ebe7:0x51b55bdc5115ddb4!5m2!4m1!1i2!8m2!3d40.1181447!4d-88.2437152!16s%2Fg%2F1ptvqtfc1!19sChIJ5-vi9EzXDIgRtN0VUdxbtVE?authuser=0&hl=en&rclk=1
95bfce620535,Fresh International Market,"
505 S Neil St Suite 4-7, Champaign, IL 61820",4.4,879,N/A,Asian grocery store,(217) 607-1665,https://www.google.com/url?q=http://freshimarket.com/&opi=79508299&sa=U&ved=0ahUKEwil4tOsk9OQAxWz6RoGHbekGEcQ61gIEigO&usg=AOvVaw2zvafzFjHymTozL0MZtJxy,"Sunday, 9 AM to 9 PM","Great store with a selection of fresh fruits, Eastern Asian foods, and snacks. Parking is conveniently located in front, making it easy to access. Also features an Amazon pickup locker, available for easy package retrieval until 9 PM.",Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsVB5RakJCl_0clWDgz6-SABgok54xZrDh5KUKmd1ohoXv_4DrjgSpgmsTvpZ-S9lTiT-jqvMxUHtUwl7cRss7W7GM1vK8TzT5M86Nnt8D95IIFlp9MX53jx0xwUb7rvww-ZWZWf4KnQs=w408-h408-k-no,produce (28); clean (25); cashier (21); seafood (16); spices (12); frozen food (9); town (9); varieties (7); imported (5); flavors (5),https://www.google.com/maps/place/Fresh+International+Market/data=!4m7!3m6!1s0x880cd73564807da7:0xb377c6e9937d8d2a!8m2!3d40.1112769!4d-88.2444469!16s%2Fg%2F11g6_64yq6!19sChIJp32AZDXXDIgRKo19k-nGd7M?authuser=0&hl=en&rclk=1
ca509a80417d,Oskee's Sports Pub,"
2600 S Stone Creek Blvd, Urbana, IL 61802",4.5,59,·$10–20,Restaurant,(217) 481-8160,https://www.google.com/url?q=https://www.atkinsgolfclub.com/oskees-sports-pub/&opi=79508299&sa=U&ved=0ahUKEwjNlt69k9OQAxX18MkDHZDFH74Q61gIFygO&usg=AOvVaw2QhQI9rp_weNzFzaj6sCH6,"Sunday, 9 AM to 8 PM",Good place for a business lunch. Emily was pleasant and took good care of us. Three of us chose the fish special and one chose the All-American Burger. All the food was great and she kept our drinks filled. I also know from a past visit that the cheese curds are excellent!,Dine-in; Takeout; Delivery,N/A,https://lh3.googleusercontent.com/p/AF1QipPRse0QPW07RWlIvAECXoemoXfDlHfe72qhJF67=w408-h275-k-no,bar (6); lunch (5); atmosphere (5); cheese curds (3); golf (3); university (2); sweet potato fries (2); the club sandwich (2); cafeteria (2); strawberry (2),https://www.google.com/maps/place/Oskee%27s+Sports+Pub/data=!4m7!3m6!1s0x880cd7ae96667aa7:0xa0f6c0b619c029d3!8m2!3d40.0879571!4d-88.1695151!16s%2Fg%2F11y42s02rx!19sChIJp3pmlq7XDIgR0ynAGbbA9qA?authuser=0&hl=en&rclk=1
7a599ee660c2,McAlister's Deli,"
421 W Town Center Blvd, Champaign, IL 61820",4.1,801,·$10–20,French Dip,N/A,https://www.google.com/url?q=https://locations.mcalistersdeli.com/il/champaign/421-town-center-road%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocations_partner&opi=79508299&sa=U&ved=0ahUKEwiRqY_Kk9OQAxXn78kDHUYZB3cQ61gIEigK&usg=AOvVaw0M4bLVbiWjiHNesHD7Zj-H,"Sunday, 10:30 AM to 8 PM","Easygoing counter-service chain known for its sandwiches, stuffed baked potatoes & sweet tea.",Dine-in; No-contact delivery,https://www.google.com/url?q=https://www.mcalistersdeli.com/menu&opi=79508299&sa=U&ved=0ahUKEwiRqY_Kk9OQAxXn78kDHUYZB3cQqRkIEygL&usg=AOvVaw2Bu4ASLRpwYJXZdlnOlJM3,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwf7niHJtOWZ9BL9RDq0Bb8xovj4OMy5Q0GG1ORVxNCpN-ClvHOjilYestJOi7-fklYVtgQXD82bHDUI255VQJyFjD9jhH7Z6k_L75Ywsq1E6rDIEJYtWgE_dsU4YYL3E9rPo6hGQUroZBd=w408-h544-k-no,potato (17); sweet tea (11); nachos (8); chili (6); mac and cheese (6); lemonade (6); sandwich and soup (5); french dip (5); kitchen (5); health (5),https://www.google.com/maps/place/McAlister%27s+Deli/data=!4m7!3m6!1s0x880cda034fd47e29:0x3bff5fe8d5b5edeb!8m2!3d40.1413329!4d-88.250104!16s%2Fg%2F1hc1c_8kf!19sChIJKX7UTwPaDIgR6-211ehf_zs?authuser=0&hl=en&rclk=1
3740c5eb9b1e,Wienerschnitzel,"
2102 W Springfield Ave, Champaign, IL 61821",4.4,"1,218",·$1–10,Fast food restaurant,(217) 378-5100,https://www.google.com/url?q=http://www.wienerschnitzel.com/&opi=79508299&sa=U&ved=0ahUKEwiBwfvTk9OQAxXCN94AHQtYCu0Q61gIFigO&usg=AOvVaw08JGFupNFCFrSBEdL-mdtb,"Sunday, 9 AM to 10 PM","Fast-food chain featuring a variety of hot dogs, plus chili burgers & sandwiches.",Dine-in; Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2bKIRxJFzu81JBQos62C2QOczmNQf7E8bav7U4d7gyY_O5d7OB73nBaFxwrQ7hyK2BMXuZIC2IugL6xFRt3B8Rvug0pi34NeNRH9NRbZy9tQoDkeecrvKES5yuaWAcCQEROfHG9WdshE=w408-h260-k-no,chili dogs (85); corn dogs (50); drive thru (31); cheese dogs (23); shakes (20); chicago dog (13); chili cheese fries (8); memories (7); lemonade (7); coast (6),https://www.google.com/maps/place/Wienerschnitzel/data=!4m7!3m6!1s0x880cd08adce34453:0x22d7b1f6c722cbbf!8m2!3d40.113216!4d-88.2831658!16s%2Fg%2F12hklv7kz!19sChIJU0Tj3IrQDIgRv8six_ax1yI?authuser=0&hl=en&rclk=1
e584158709d9,The Burrito Lab,"
209 E University Ave Suite D, Champaign, IL 61820",4.7,100,·$10–20,Restaurant,(217) 530-5652,https://www.google.com/url?q=https://www.getburritolab.com/&opi=79508299&sa=U&ved=0ahUKEwjT9Zfgk9OQAxVj8MkDHZUYMioQ61gIFigO&usg=AOvVaw1WyIeMm1t5WD0baIrIqK_5,N/A,"Highly recommend! After the mediocre experiences we’ve had at both Chipotle locations in town, this place exceeded expectations. Very reasonably priced, especially with the student discount they offer. Staff was very friendly and our bowls were loaded.",Dine-in; Takeout; No-contact delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwsaEyY0jTK-pqsXy3Md8vo_nM4jNyJWVQ3dp_oq5nmVbovaJylBrv4OsAb_h13_mUAutmr6I00zzu6qYnOUeE2M8kxD2IT7eRUQPnE_pT8k9mMswMPX7BwcS07iTWGLVd2GZuH=w408-h544-k-no,chipotle (21); guacamole (14); price (13); ingredients (6); mexican food (5); burrito bowl (5); walking taco (4); cheese sauce (4); queso (3); student (3),https://www.google.com/maps/place/The+Burrito+Lab/data=!4m7!3m6!1s0x880cd709286a9dd7:0x951a7cfc27446ce1!8m2!3d40.1161564!4d-88.2356743!16s%2Fg%2F11y4ljdhbg!19sChIJ151qKAnXDIgR4WxEJ_x8GpU?authuser=0&hl=en&rclk=1
f02876b40688,Burger King,"
1106 W University Ave, Urbana, IL 61801",3.3,753,·$10–20,Restaurant,(217) 607-1351,https://www.google.com/url?q=https://burgerking.com/store-locator/store/restaurant_62722&opi=79508299&sa=U&ved=0ahUKEwjqgqHtk9OQAxVq78kDHZ3OO2UQ61gIFigO&usg=AOvVaw3dqgQCVwIH192DjvAlEK0j,N/A,"Well-known fast-food chain serving grilled burgers, fries & shakes.",Dine-in; Delivery,https://www.google.com/url?q=https://www.bk.com/menu%3Fstore-number%3D23064&opi=79508299&sa=U&ved=0ahUKEwjqgqHtk9OQAxVq78kDHZ3OO2UQqRkIFygP&usg=AOvVaw1t3n2y7RRQeoIKAUg2DLg2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw5PQ0sbUSUZOFyST-PLgDsygzwtTtpKVLJ9evZXZMZ6sNIIfP82QcrYTJb8s8kZW8kErzdq8WaKEFxgj_HzbJAYc6D7NCj10hflB2RY7h-DK0HKl1q0DrGJz20h-PKTXiYxhS_=w408-h306-k-no,drive thru (49); whopper (26); window (18); chicken sandwiches (10); patties (8); app (6); rude (6); bacon (6); nuggets (5); coupon (5),https://www.google.com/maps/place/Burger+King/data=!4m7!3m6!1s0x880cd769612d4d55:0xd20f1c462335827b!8m2!3d40.1166486!4d-88.2231063!16s%2Fg%2F11c602whkc!19sChIJVU0tYWnXDIgRe4I1I0YcD9I?authuser=0&hl=en&rclk=1
cf723f68f439,Fernando’s Tacos & More,"
519 W Town Center Blvd, Champaign, IL 61822",4.8,200,·$10–20,Mexican restaurant,(217) 255-0210,N/A,"Sunday, 11 AM to 9 PM","Amazing tacos. AMAZING. TACOS. I cant overstate this. Can get your choice of meat(steak, beef, chicken, al pastor) choose Mexican style (onion/cilantro) or american style (cheese lettuce tomato) for tacos, burritos, quesadilas, etc., they …",Dine-in; Takeout; Delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxYHDaeBjUYSvL3ED1r3WYuGgfKsBUh4wMhKk7poMuAB4nJkrn8c_b5Xbk2PzoPrBK4Z6PK3HVmZl23DUvRVhv8mRcPSuUVRrH1om5_ZjzkpGtUOxlp_CfzQSfQac42ZfDfvz2iwQ=w408-h306-k-no,nachos (17); food truck (16); al pastor (15); price (13); salsa (8); steak tacos (6); town (5); torta (5); chorizo (5); authentic tacos (3),https://www.google.com/maps/place/Fernando%E2%80%99s+Tacos+%26+More/data=!4m7!3m6!1s0x880cdbf234f4d54b:0x7dddebb5cb4029f4!8m2!3d40.1413482!4d-88.2520313!16s%2Fg%2F11trc_w15f!19sChIJS9X0NPLbDIgR9ClAy7Xr3X0?authuser=0&hl=en&rclk=1
c9bd8abf7252,Jimmy John's,"
102 E University Ave Ste. A, Urbana, IL 61801",3.7,337,·$10–20,N/A,(217) 328-2700,https://www.google.com/url?q=https://locations.jimmyjohns.com/il/urbana/sandwiches-9036.html%3Futm_source%3Dgoogle%2520my%2520business%26utm_medium%3Dorganic%26utm_campaign%3Dwebsite%2520link&opi=79508299&sa=U&ved=0ahUKEwingqqIlNOQAxU24ckDHQ_qLlAQ61gIFygO&usg=AOvVaw240BUL9P2Vtg2PeVFgE9uE,N/A,"Counter-serve chain specializing in sub & club sandwiches, plus signature potato chips.",Dine-in; No-contact delivery,https://www.google.com/url?q=https://www.jimmyjohns.com/menu%3Futm_source%3Dgoogle%2520my%2520business%26utm_medium%3Dorganic%26utm_campaign%3Dmenu&opi=79508299&sa=U&ved=0ahUKEwingqqIlNOQAxU24ckDHQ_qLlAQqRkIGSgQ&usg=AOvVaw0XmoFXzs9JeU2A667UOF9e,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwmIyjOJ1GNXihBS7qxZXAaVTM3Ikwt5VO1oS866x6vtY2kq8BltoaV_zJsMNQAb-peKw5mY2QszTY8kSc-Taijlsew0r5tGMu4OgltJw1s1PtUhBuayJ19C7apZOLpDLQiLbku=w408-h544-k-no,price (9); lunch (8); drive through (7); sub (7); driving (6); lettuce (5); receipt (4); check (3); window (3); 1 mile (2),https://www.google.com/maps/place/Jimmy+John%27s/data=!4m7!3m6!1s0x880cd776103e7d07:0xe685004d51415ab6!8m2!3d40.1167373!4d-88.2071283!16s%2Fg%2F1tdfz9f2!19sChIJB30-EHbXDIgRtlpBUU0AheY?authuser=0&hl=en&rclk=1
8998ff0d8735,Wild Side Smoke Shop,"
604 S Neil St STE 103, Champaign, IL 61820",4.5,94,N/A,N/A,(217) 954-1416,N/A,"Sunday, 9 AM to 12 AM",Staff are always kind and knowledgeable. They have occasional deals and also offer a replacement discount if you break a bong you bought from them. The have a decent selection of pipes. Dont forget your ID bc they check!,N/A,N/A,https://lh3.googleusercontent.com/p/AF1QipM3TrXqR57yKi-nU0KeYITqcCsnyArGkm87ZqE=w408-h408-k-no,prices (11); selection (9); glass (7); vape (6); kratom (4); sales (4); deals (3); town (2); employees (2); raffles (2),https://www.google.com/maps/place/Wild+Side+Smoke+Shop/data=!4m7!3m6!1s0x880cd7036756b035:0xef52631e5f271b4d!8m2!3d40.1097875!4d-88.2424294!16s%2Fg%2F11j48g91mj!19sChIJNbBWZwPXDIgRTRsnXx5jUu8?authuser=0&hl=en&rclk=1
22badac74f2e,POKE LAB CHAMPAIGN,"
605 S 6th St, Champaign, IL 61820",4.0,272,·$10–20,Hawaiian restaurant,(217) 552-1990,https://www.google.com/url?q=https://www.toasttab.com/pokelab-champaign&opi=79508299&sa=U&ved=0ahUKEwjAkOillNOQAxWu5ckDHfnoIc8Q61gIFigO&usg=AOvVaw2GRaBwb1kIbZ007QfOvBUV,"Sunday, 11 AM to 9:30 PM","Got the large Poke Bowl with three proteins. The poke was good, but the size (for protein AND sides) was a little small considering the price. I wish that we could have had more side options within the price range and more than one sauce…",Dine-in; Takeout; Delivery,https://www.google.com/url?q=http://order.toasttab.com/&opi=79508299&sa=U&ved=0ahUKEwjAkOillNOQAxWu5ckDHfnoIc8QqRkIFygP&usg=AOvVaw03WzJrMTW7sN7XaYtgVtM-,https://lh3.googleusercontent.com/p/AF1QipONJMYtsHL03OxGrL4PIyd9TVcimCbP8EunAIxD=w426-h240-k-no,bowl (30); protein (14); rice (13); salmon (10); miso soup (9); crab (4); eel (4); campus (3); check (3); appetite (2),https://www.google.com/maps/place/POKE+LAB+CHAMPAIGN/data=!4m7!3m6!1s0x880cd73f5b6f5533:0x2f6f2b6fa24c9023!8m2!3d40.1108245!4d-88.2305678!16s%2Fg%2F11hb3rmvr0!19sChIJM1VvWz_XDIgRI5BMom8rby8?authuser=0&hl=en&rclk=1
ed272ffdaa1d,Green Jade,"
1109 Windsor Rd, Champaign, IL 61821",4.2,152,·$10–20,Chinese restaurant,(217) 355-5988,https://www.google.com/url?q=https://www.greenjadecu.com/&opi=79508299&sa=U&ved=0ahUKEwiP_ISulNOQAxWh4MkDHROIJLYQ61gIFygO&usg=AOvVaw0bekGR7Ib4VZ-wSwdEWbRo,"Sunday, 11:30 AM to 9 PM",Green Jade.. simple & good! I would order from here again. The food was affordable and tasty. Nothing fancy but nothing worth being upset about. Great for an order in night! Not much to rave about for those that like to dine in the restaurant but it looked clean and tidy.,Dine-in; Takeout; Delivery,https://www.google.com/url?q=https://www.greenjadecu.com/shop/&opi=79508299&sa=U&ved=0ahUKEwiP_ISulNOQAxWh4MkDHROIJLYQqRkIGigR&usg=AOvVaw0JH1nynLnhX51TIDFm-_TQ,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSws2zWHmatxBYPh89Wqcaf9Wr__uXYJ7gEZbCRwwGEO5TKTl6Hhfs4C_Qtibqf6cmhyg9EXgLxrGUVi5w8WohPqCttmLdyEsyfTGrypWxuwna6bkHeTrReDiNECxMjnwQUXTc8m0w=w408-h321-k-no,price (10); hot and sour soup (5); area (3); spicy (3); dumplings (3); egg rolls (2); language barrier (2); sesame chicken (2); lo mein (2); website (2),https://www.google.com/maps/place/Green+Jade/data=!4m7!3m6!1s0x880cd11858b6bb01:0x8fccb3d6a2083fb2!8m2!3d40.0832883!4d-88.2641387!16s%2Fg%2F1tdrfyrq!19sChIJAbu2WBjRDIgRsj8IotazzI8?authuser=0&hl=en&rclk=1
8242fd96e7ef,El Oasis,"
510 N Cunningham Ave # 14, Urbana, IL 61802",4.7,368,·$,N/A,(217) 834-8237,https://www.google.com/url?q=https://eloasisil.com/&opi=79508299&sa=U&ved=0ahUKEwiS3um2lNOQAxXFGtAFHf72Jx4Q61gIEygO&usg=AOvVaw39zS2kyoZLTgKxCTQd6-8e,"Sunday, 12 to 9 PM","Simple, colorfully painted counter serve offering Mexican sandwiches, juices, snacks & ice cream.",Takeout; Delivery,https://www.google.com/url?q=https://eloasisil.com/&opi=79508299&sa=U&ved=0ahUKEwiS3um2lNOQAxXFGtAFHf72Jx4QqRkIFCgP&usg=AOvVaw2Xw4sja2IoJwPXy9pO_5u2,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwNK1fHHPgxyMaPrN35RYGplju-UqMrKRCzzsqC5FLJAwtsfDJlWSI1ambfd1eYUpxokzwNemQ8nfWZz3tRnAmy9vR7OhH6H8A9YobChQLC3SB_40ohkh60kkdaniXXoEy5z5YumA=w408-h306-k-no,flavors (63); popsicles (23); spicy (22); mexican (20); avocado (10); chamoyada (9); tortas (8); gem (8); tamarind (6); chili (6),https://www.google.com/maps/place/El+Oasis/data=!4m7!3m6!1s0x880cd79c0df18655:0xc45625f1b02b8018!8m2!3d40.1170301!4d-88.2028653!16s%2Fg%2F1jky187cx!19sChIJVYbxDZzXDIgRGIArsPElVsQ?authuser=0&hl=en&rclk=1
0a46b2a7652f,Enchantment Alley,"
123 W Main St #102, Urbana, IL 61801",4.7,296,N/A,N/A,(217) 552-1176,https://www.google.com/url?q=http://enchantmentalley.com/&opi=79508299&sa=U&ved=0ahUKEwj7x9C8lNOQAxXh4ckDHT_EDakQ61gIEigO&usg=AOvVaw3VtAjv1hnvmTh48AJykVzm,"Sunday, 10 AM to 6 PM",Absolutely love this place! From the spiritual products to the card game products. We participated at our first Pokemon prerelease game day and we couldn’t have left any happier. My sons and I learned the game not only from very friendly …,N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyELGjRLyxv35xM196d028GIW17p41nmcvcqTf96ctDHunGKkdl4FX5OX3_L8d_V7StoIm3G1RSmAEgwOeQnMy8T5rSBuIhi2M-ZaOsr1ivVlKpu2qXZgulIptg6-TNfCMU3Nrg=w408-h544-k-no,prices (26); harry potter (13); owner (12); pokémon (11); card games (10); questions (8); nerdy (7); d&d (7); sales (7); check (5),https://www.google.com/maps/place/Enchantment+Alley/data=!4m7!3m6!1s0x880cd72d04fe30fb:0xb840e8b7aa2a9a62!8m2!3d40.112197!4d-88.208327!16s%2Fg%2F11fzy_f3n_!19sChIJ-zD-BC3XDIgRYpoqqrfoQLg?authuser=0&hl=en&rclk=1
a7f8c2849087,Days Inn by Wyndham Champaign/Urbana,"
914 W Bloomington Rd, Champaign, IL 61821",3.0,500,·2-star hotel,N/A,(217) 866-0868,https://www.google.com/url?q=https://www.wyndhamhotels.com/days-inn/champaign-illinois/days-inn-champaign-urbana/overview%3FCID%3DLC:iqv0j1dklijly45:6796%26iata%3D00093796&opi=79508299&sa=U&ved=0ahUKEwi_uJPQlNOQAxV1MdAFHYZ3C90Q61gIEigO&usg=AOvVaw2nmUuq48KA7wIlxSVmjqB0,N/A,N/A,N/A,N/A,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEoUI6hJYHocU99KO2llxIM5O4sINjbYG2yfzOUZ_o79GLO9t1AgXq1Au3679krU2L1ArWKXiahbFXSef7RbKtx6Vkq0wD3z8gEKKOrIwMVghZnU1344o71jXUQUW2KqvCxo7Asx6GfPHL2HLzsKbUYNOibEmkaRRpttl4MQmNoumdxr9AWafzS=w408-h272-k-no,N/A,https://www.google.com/maps/place/Days+Inn+by+Wyndham+Champaign%2FUrbana/data=!4m10!3m9!1s0x880cda0a217ba62f:0x20d5739a8ae1be48!5m2!4m1!1i2!8m2!3d40.1340663!4d-88.2608195!16s%2Fg%2F1tls3dyg!19sChIJL6Z7IQraDIgRSL7hippz1SA?authuser=0&hl=en&rclk=1
04b23ff020ab,El Toro at the Fields,"
3401 Fields S Dr, Champaign, IL 61822",4.4,404,·$10–20,Restaurant,(217) 903-4002,https://www.google.com/url?q=http://www.eltororestaurante.com/&opi=79508299&sa=U&ved=0ahUKEwijh7LclNOQAxWy5MkDHeGJIkwQ61gIFigO&usg=AOvVaw0qfhLip2Jf5acc4FE6KJKX,"Sunday, 11 AM to 10 PM","Casual Mexican chain serving a lengthy menu of classic dishes, plus margaritas, tequilas & beer.",Dine-in; Takeout; No-contact delivery,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxJOTm2gIs31BkKtavBtBMAWWKdH7NCqOEqAbFSLL2WcATVwkiectAU9x7fKY_Cm3PS6KTBkfWgW0VmLs0cxCZ9scb-3fl9acN0NmjACXr0uwEKaf2IJbd9l6muFHcOAYFExyRReQ=w423-h240-k-no,mexican food (23); margaritas (15); salsa (14); lunch (13); chips (11); fajitas (7); burrito (7); table (6); atmosphere (5); take out (5),https://www.google.com/maps/place/El+Toro+at+the+Fields/data=!4m7!3m6!1s0x880cd14ed7e12fdd:0x89d2c2a72b823e8!8m2!3d40.0717393!4d-88.3099618!16s%2Fg%2F11fk4l6c45!19sChIJ3S_h107RDIgR6CO4ciosnQg?authuser=0&hl=en&rclk=1
f7747af56e36,Niemanns,"
2901 W Kirby Ave, Champaign, IL 61821",3.4,20,N/A,N/A,(217) 351-8600,https://www.google.com/url?q=https://www.niemanns.com/stores/champaign-illinois-61821/&opi=79508299&sa=U&ved=0ahUKEwjngODolNOQAxWy5MkDHeGJIkwQ61gIEigO&usg=AOvVaw0kE955vKwb_tWSyIoSfKD-,"Sunday, 6 AM to 11 PM","Maybe I’m wrong, but it seems like the the deli department isn’t always informed on their pricing. Went there today, (4/27 right around 5:40pm). I had to wait about 5 minutes before someone came out of the back to help and they had beef …",N/A,N/A,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjgVk11TbP3igfyqf47ME5T7igCjJDayp5MPGZ_MsGAmgUGBWkcA26ZtB8QsB1tBiGr54gj8EAm8X4l53tdE76kjIKYuhvzZGgHt8UZy1evl1YnEGnSRUql5xPrEXDPX6fpSxKPEX4aBrS=w408-h439-k-no,price (5); money (2); liquor store (2); chicken (2),https://www.google.com/maps/place/Niemanns/data=!4m7!3m6!1s0x880cd1003b8e073f:0x304915dd2de37ed9!8m2!3d40.0967804!4d-88.2947395!16s%2Fg%2F11wg71fdsd!19sChIJPweOOwDRDIgR2X7jLd0VSTA?authuser=0&hl=en&rclk=1
e3e253107423,Mandarin Wok,"
403 1/2 E Green St, Champaign, IL 61820",4.0,161,·$10–20,N/A,N/A,https://www.google.com/url?q=https://order.online/store/mandarin-wok-157828&opi=79508299&sa=U&ved=0ahUKEwjb06H4lNOQAxVHL9AFHRgiBoIQ61gIFCgK&usg=AOvVaw2CCTErvjQGBUzDbnIl1u67,N/A,"Good service, large portions for bowl noodles, delicious food, clean restaurant. We ordered beef noodles, wonton noodles, and a dish of stir fry garlic vegetables.",N/A,https://www.google.com/url?q=https://www.doordash.com/store/mandarin-wok-champaign-157828/en-US&opi=79508299&sa=U&ved=0ahUKEwjb06H4lNOQAxVHL9AFHRgiBoIQqRkIFSgL&usg=AOvVaw2cwbQDRcO6ohzXHnuxDf6z,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzaxLXjHFWNWLKWZRc3Uuc8WNqHwA4My-akSdTnVqNa6HXCfWol-ZWesapJXwWDlWQiPbCwU1SvBPEZY8rlz1El1hXgC9b-gDhyXlQJlm1awgbnzHji7rAkqkATL517PzOIJ4vL=w408-h544-k-no,dim sum (25); price (12); cantonese (8); spicy (7); dumplings (6); pho (3); campus (3); bun (3); mongolian beef (3); pepper sauce (2),https://www.google.com/maps/place/Mandarin+Wok/data=!4m7!3m6!1s0x880cd73892d1bd67:0x801c9b18672cc6a2!8m2!3d40.1101671!4d-88.2329766!16s%2Fg%2F1v6qj60_!19sChIJZ73RkjjXDIgRosYsZxibHIA?authuser=0&hl=en&rclk=1
